No.,Where,What,Prerequisites,Objectives,Programme,Exam,How,Language,Min. year,Professor,Other professors,Address,Tags,Might be online?,When,Code,Link,Countries
11,Czech Technical University in Prague,Data Management Strategies,"English at least at B2 level. Interest in the topic is most important, specific knowledge is not required.","The aim of this course is to provide theoretical background of data management as well as to show how 
modern companies work with data in real life situations of their daily business.","This course combines lectures given by academic professionals and practical experience and knowledge 
shared by experts from several business entities (e.g. DefSec Innovation Hub, M-COM, T-Mobile / Deutsche 
Telekom, VALEO). Companies representatives will exemplify real life issues, projects and/or tools related 
to data management and they will present their solution of given issue, implementation of selected project 
and/or use of specific tool.","activity (50%), paper test (50%)",Classic ATHENS course,English,,Petra Šeráková,"Georgi Burlakov, Martin Macaš, Olga Štěpánková","Czech Technical University in Prague, Masaryk Institute of Advanced Studies, Kolejní 2637/2a, Prague 6Prague",Computer useManagement and administrationWork skills,Yes,March 2024,CTU27,https://register.athensnetwork.eu/courses/course-show/2856,Czechia
12,Warsaw University of Technology,Ethical Aspects of Research and Engineering,None,1. General formation-related objectives:to make students sensitive to moral values related to R&D;to prepare students for undertaking the responsibility for ethical quality of R&D activities;to prepare students for resolving ethical dilemmas that appear in R&D practice;to help students in developing individual personal ethical stance with respect to R&D issues.2. Knowledge-related objectives:to extend basic knowledge concerning general ethics as a philosophical discipline;to identify ethical issues related to R&D activities;to introduce the methodology of resolving ethical dilemmas related to R&D activities.3. Skills-related objectives:to enhance skills of critical analysis of ethical aspects of R&D activities;to enhance skills of discussing and defending one’s own ethical stance;to encourage students to develop habits of continual reflection over ethical aspects of their every-day activities.,"Lecture Contents:1. Elements of meta-ethics and general ethics (4 h)the definition of ethics, and the structure of ethics as a philosophical discipline;the definition of meta-ethics as the methodology of ethics;the historical development of ethics;the relation of ethics to other philosophical disciplines;the relation of ethics to law, religion and etiquette;the relation of ethics to psychology, sociology and other social sciences.2. Methodological background of R&D ethics (2 h)the definitions of truth and their ethical consequences;the crisis of truth in the postmodern culture;the naïve concept of scientific method and its criticism;the epistemological status of mathematical modelling and measurement.3. Ethical aspects of principal R&D activities (4 h)the choice of a research problem or of a design object;ethical aspects of the choice of an R&D methodology;ethical aspects of the design and execution of experiments and tests;ethical aspects of the acquisition and processing of experimental data;ethical aspects of the experimentation and testing with the involvement of live organisms;the evolution of R&D ethics;an example of a R&D-related ethical dilemma.4. Ethical aspects of information processes (4 h)the definition of an information process;ethical issues related to the scientific or technical discussion;ethical issues related to the publication of R&D results;ethical issues related to the reviewing process;ethical issues related to grant applications.5. Protection of intellectual property – legal and ethical aspects (2 h)ethical issues related to legal protection of author's rights;ethical issues related to patenting;an ethical argumentation against legal protection of material rights.6. Ethical aspects of using information technologies (ITs) (2 h)a classification of ethical issues related to IT usage;a basic approach of ethical problems related to IT usage;the netiquette or internet ethics and its relation to the journalists ethics;ethical dilemmas related to IT usage.7. Summary and conclusions (2 h)8. Class tests (2 h)Scope
of class tutorials:Class tutorial #CT1: Art of ethical discourse (2 h)Friedman 2022 – The paradox of moral codes (MP3)Roache 2023 – Necessity and lies (MP3) (MP3)Rutherford 2023 – Eugenic thinking has never gone away (MP3)Class tutorial #CT2: Ethical dilemmas related to R&D principal activities (2 h)ABC 2023 – Data privacy and informed consent (MP3)Folta & English 2022 – Artificial sweetener-cancer study debunked (PDF)Texier 2019 – Debunking the Stanford prison experiment (MP3)Class tutorial #CT3: Ethical dilemmas related to data processing and publication (2 h)Goltz & Dowdeswell 2023 – Real World AI Ethics for Data Scientists = Practical Case Studies (PDF)Mastroianni 2022 – The rise and fall of peer review (PDF)UoC 2023 – Study uncovers widespread unethical practice for assigning authorships (PDF)Class tutorial #CT4: Ethical dilemmas related to legal protection of IP (2 h)Kinsella 2023 – IP law tutorial, part 1 = Patent law (MP3)Kinsella 2023 – IP law tutorial, part 2 = Copyright law (MP3)Marks 2023 – AI and intellectual property (MP3)Class tutorial #CT5: Ethical dilemmas related to new technologies (2 h)ABC 2023 – Does AI pose a threat to human life – and if so, what kind (MP3)Marks 2023 – Can lawyer robots solve complex legal cases (MP3)Miodownik 2021 – Dare to repair: the fight for the right to repair (MP3)Sources of individual readings and inspiration for class tutorials will be available not later than two weeks before the ATHENS session.",Written two-part exam,Classic ATHENS course,English,3,"Roman Z. Morawski, Ph.D., D.Sc.","Prof. Roman Z. Morawski, Faculty of Electronics and Information Technology","Faculty of Electronics and Information Technology, Nowowiejska str. 15/19Warsaw, Poland",Personal skills and developmentPhilosophy and ethics,Yes,March 2024,WUT3,https://register.athensnetwork.eu/courses/course-show/2857,Poland
13,Warsaw University of Technology,"Energy Sources, Conversion and Storage",Basic thermodynamics,"After the course the student should be able to evaluate energy resources, construct energy scenarios, make evaluation of implementation possibilities for new energy technologies, evaluation of environmental threats related to energy conversion processes, feasibility of individual technologies for certain geographical areas (esp. EU). Higher emphasis will be put on alternative energy sources; presenting new and prospective energy conversion and storage technologies.","Basic terms related to energy conversion processes. World’s energy resources (organic fossil fuels, nuclear fuels, renewable sources) - documented and possible. Selected scenarios for world’s energy development. Threats related to energy conversion processes. Fundamentals of thermodynamics and heat transfer. Energy conversion efficiency for selected processes and devices.  Environmental footprint of energy conversion processes: local and global. Prospective power generation technologies. Fossil fuels technologies. Renewable sources: sun as an energy source, conversion of solar radiation energy (heat and electricity). Biomass and biofuels. Energy of waters and oceans. Wind energy conversion. Geothermy – geothermal systems, prospective hot dry rock technologies. Heat pumps, examples of application. Fuel cells in power industry and transportation. Issues of energy accumulation in various forms. Possibility of energy storage. Hydrogen as an energy carrier, hydrogen production and storage.",Multi choice test (about 30 questions),Classic ATHENS course,English,2,"Prof. Tomasz Wiśniewski, Ph.D., D.Sc.","Prof. Tomasz Wiśniewski, Prof. Roman Domański, Prof. Piotr Łapka, M.Sc. Łukasz Cieślikiewicz, M.Sc. Michał Wasik, M.Sc. Adam Rajewski","Warsaw University of Technology, Faculty of Power and Aeronautical Engineering, Institute of Heat Engineering, ul. Nowowiejska 21/25Warsaw","Architecture and town planningBuilding and civil engineeringChemical engineering and processesElectricity and energyElectronics and automationEnvironmental protection technologyFood processingMaterials (glass, paper, plastic and wood)Mechanics and metal tradesMining and extractionMotor vehicles, ships and aircraft",Yes,March 2024,WUT11,https://register.athensnetwork.eu/courses/course-show/2858,Poland
14,Norwegian University of Science and Technology,Sustainable Hydropower Development,"Students should be enrolled in a   master program in Renewable energy, electrical engineering, Civil Engineering   or equivalent.In addition to the course week in Trondheim
with physical lecturing, there will be two half-day virtual lectures the week
prior to the week in Trondheim.","Hydropower has been developed for more than 120 years, and accounts for around 16% of global electricity generation. Among the renewable technologies, hydropower is by far the dominant source of production, accounting for almost twice the volume of renewable power from solar and wind power together. Still, there is the potential to increase global hydropower generation, particularly in Asia, Africa, Central America, and South America, and hydropower will remain one of the main sources of renewable electricity, together with wind and solar power. According to the International Energy Agency (IEA) the installation of new hydropower will and must continue in order to reach climate emission targets. As hydropower is still the only large-scale renewable technology to provide regulated power, the role of hydropower might change into being the principal enabler of the integration of unregulated solar and wind power. In the light of climate change, hydropower is definitely part of the solution by offering significant potentials for reductions in carbon emissions, but will also be directly impacted due to potential change in the water resources available for power production.Though hydropower is now a mature technology, there is room for technological improvements and need for adaptation to new challenges, such as new market conditions, the increasing focus on sustainability, and the role in the water–energy–food nexus. Situated at the crossroads of two major issues for development (i.e. water and energy), hydro reservoirs can often deliver services beyond electricity supply, such as supply of water for irrigation and domestic consumption, water supply to the industry, flood control, navigation/transportation and recreation.The main objective of this course is to give the students an overview of hydropower technology, hydropower resources in Europe and globally, hydropower planning including environmental impacts of hydropower, and how it can contribute in sustainable development together with other renewables.",Day 1:The role of hydropower in the energy system Introduction to hydropower technologyHydrology – providing the fuel for hydropower Assessment of the hydropower potentialDay 2:Environmental impacts – hydrological changeEnvironmental impacts – barrier effectsVisit to Sagelva hydrological and meteorological stationsDay 3: Full-day excursion to hydropower sites in the regionDay 4: Environmental impacts mitigationHydropeaking operationsEnvironmental impact assessment proceduresSustainability assessment methodsHydropower technology and structuresDay 5:Numerical and physical hydraulic modelsDesign of hydraulic structuresSediment problems in reservoirs and waterwaysVisit to the hydraulic laboratoryPreparations for examExam (2 hours)The program can undergo changes.,"The exam will be written in ‘open   book’ format. This means that students are allowed to bring course notes,   books and papers to the exam room.",BIP (combination of one-week on-site course and additional hours of online program),English,3,Professor Tor Haakon Bakken,Tor Haakon Bakken &amp; Asli T. Bor (both NTNU),Department of Hydraulic and Environmental Engineering7491 Trondheim,"Architecture and town planningBuilding and civil engineeringChemical engineering and processesElectricity and energyElectronics and automationEnvironmental protection technologyFood processingMaterials (glass, paper, plastic and wood)Mechanics and metal tradesMining and extractionMotor vehicles, ships and aircraft",Yes,March 2024,NTNU1-BIP,https://register.athensnetwork.eu/courses/course-show/2859,Norway
15,KU Leuven,Finding your Way in a Virtual Environment: Exploring Novel Methods of Locomotion for VR,"Knowledge of:- Programming languages (C#preferred)- Algorithms and Data Structures- Computer Graphics(optional)For this course, you are required to bring yourown laptop, which needs to be equippedat least with an RTX 3060 or equivalent.This course is not open for KU Leuven students!","The course aimsto foster anunderstanding of thefundamentalconcepts underpinningVirtual Reality. Students will become familiar with 3D engines such as Unity and how they can be used to develop immersive VR applications based on the latest headsets such as the Meta Quest 3.Participants will engage with challenges intrinsic to VR, such as 3D manipulation, locomotion, and the understanding of presence. The course aims to provide a comprehensive understanding of these concepts, equipping students with practical skills supported by theoretical insights.Students will be able to workingroupson hands-on projects building on the skills learned, in an intensive but effective setting.The goal of their projects will be to design a solution for one of the fundamental challenges of XR interaction. For example, a novel locomotion technique to explore virtual environments.","For theonline partof this BIP course (from 1st March 2024 until the start of the physical part of the program), students will work on an assignment to create a controller-based locomotion technique for a desktop 3D application. Results will be uploaded on the course's discord by the end of this two-week period.Throughout theweek in Leuven, progress updates will be discussed and group work will be conducted on several topics:- Fundamental concepts of Virtual Realityand 3D Interaction-Introduction todevelopment inUnityand C# refresher-Locomotion in Virtual Reality- Design + implementation of locomotion in VRCase study on Redirected Walkingand other subtle redirection methods.Case study onEnvironmental-manipulation locomotionand other overtredirection methods.","Students need to prepare a presentation discussing the major points of their solution: motivation, design rationale, implementation and evaluation. The presentation will be attended by agroup of expert professorswho willprovidefeedback to the student groups based on their experience.",BIP (combination of one-week on-site course and additional hours of online program),English,3,Prof. Adalberto L. Simeone,"Prof. Augusto Esteves (IST Lisboa) 
Prof. Florian Michahelles (TU Wien)",Celestijnenlaan 200A3001 Leuven,Computer modellingComputer useDatabase and network design and administrationSoftware and applications development and analysis,Yes,March 2024,KUL36BIP,https://register.athensnetwork.eu/courses/course-show/2860,Belgium
16,Budapest University of Technology and Economics,Efficient Energy Supply of Buildings and District Heating,No prerequisites needed,"The objective of the course is
to introduce students into energy efficient building design, focusing on
innovative heat production using renewable energy sources and waste heat utilization.
Energy management in town-scale energy communities will be explained on the
example of modern district heating. Building service engineering systems, fit
for nearly zero energy buildings will be explained as well as intelligent
building automation systems in order to create smart buildings.","Solar thermal systemsSolar air heatingHeat pump technologyDistrict heatingThermal Energy
CommunitiesCondensing boilersMechanical ventilationHeat recoveryAir Conditioning",Oral presentation of teamwork,Classic ATHENS course,English,1,Dr. Balázs Bokor,"Dr. Balázs Bokor, Dr Balázs Szücs","1111 Budapest, Muegyetem rakpart 3.",Electricity and energy,Yes,March 2024,BME12,https://register.athensnetwork.eu/courses/course-show/2861,Hungary
17,Aristotle University of Thessaloniki,Impact of Metro construction on the long term sustainability of a Metropolitan city: The case of Thessaloniki,Basic knowledge of civil engineering,"To provide the theoretical and practical background required for undergraduate students in order to gain an improved understanding of both the financial, managerial and technical difficulties related to the construction of a new Metro system and its overall consequences to a city's sustainability.","4 morning lecture sessions of 4 hours each, 4 afternoon lectures of 2 hours each, and 6 hours of site visits.The detailed program can be found here.You can find here the updated Vital Information for your stay in Thessaloniki",Α questionnaire to be answered on-line after the end of the course.,Classic ATHENS course,English,3,Dimitris Pitilakis,"K. Katakalos, G. Leoutsakos (Elliniko Metro), K. Petroutsatou, D. Pitilakis,  I. Politis, C. Pyrgidis, P. Savvaidis, G. Tsegas, A. Yannakou","Faculty of Engineering, Aristotle University Thessaloniki, GreeceThessaloniki",Building and civil engineering,Yes,March 2024,AUTH2,https://register.athensnetwork.eu/courses/course-show/2862,Greece
18,Arts et Métiers ParisTech,Introduction to Musculoskeletal and Osteoarticular Biomechanics,Basic knowledge in mechanics.,"This course will be an introduction to the application of the mechanical principles to the study of the biomechanical behaviour of musculoskeletal and articular systems of human body. It will present clinical and mechanical aspects and will include both experimental and numerical approaches. The final aim of the musculoskeletal and articular biomechanics is to better understand the mechanical behaviour of intact, injured, pathologic of restored human body segments, to help in the design of implants and prostheses, and to help the clinicians in therapeutics strategies.",It is a 5-day course (Monday to Friday):Introduction to the Musculoskeletal and Articular BiomechanicsFunctional Anatomy: Spine - Shoulder - Hip - KneeClinical Problems and Osteoarticular ImplantsBiomechanical Behaviour of TissuesArticular Kinematics - TheoryArticular Kinematics - In Vivo Experimental Analyses - ApplicationsArticular Dynamics - Segmental Models - ApplicationIn Vitro Experimental Analyses of the Biomechanical Behaviour of Corporal Segments and of ImplantsNormalization of Implants EvaluationBiomechanical Finite Element Models: GeneralitiesBiomechanical Finite Element Models: ApplicationsThe Bone Remodelling Process: Presentation - Simulation - Applications.Visit of the biomechanical experimental and numerical facilities with practical demonstrations.,Final written test (1 h 30) on Friday afternoon.,Classic ATHENS course,English,4,Nathalie MAUREL and Amadou DIOP,,155 bd de l'Hopital - 75013 Paris - FranceParis,Mechanics and metal tradesMedical diagnostic and treatment technology,Yes,March 2024,ENSAM6,https://register.athensnetwork.eu/courses/course-show/2863,France
19,Arts et Métiers ParisTech,Smart Materials and Intelligent Processes,"Basic
knowledge inmaterials and the mechanics of materials.","We are at the dawn of a technological revolution that will fundamentally change our relationships with others and the way we live and work. These changes, in their importance, scope and complexity, will be unlike anything humanity has known until then. We do not yet know what will happen, but one thing is certain: our response must be comprehensive and involve all stakeholders at the global level: the public sector, the private sector, academia and civil society.Technology and the industrial world will also be overturned. In this
situation smart materials and intelligent processes have a special place.Today, it is observed that smart materials are increasingly used for the
realization of technologically important devices and formulations. However, due
to their relative novelty, it is worth asking questions: what are smart
materials, how do they work and what are their applications? The most important
smart materials are:-         
shape memory alloys, polymers and composite which have the capacity of
recovery the initial shape after a large induced form change

-         
thermos-strictive materials; the materials which undergo
changes upon temperature.-         
Chromogenic & Halochromic Materials which change color in
response to electrical, optical, thermal or acidity-         
Magnetostrictive Materials which exhibit change
in shape under the influence of magnetic field and also exhibit change in their
magnetization under the influence of mechanical stress.-         
Piezoelectric materials; they
produce a voltage under applied stressBy Intelligent processes we mean the additive manufacturing. Additive manufacturing
technology is an advanced manufacturing technology used to make parts directly
from a computer-driven program. The additive manufacturing process offers an
efficient technique for manufacturing parts with complicated geometries. The
materials transformed by these techniques are Metals, ceramics, polymer and
composite. The fields of application are vast: medical implants, automotive
products, and so on. Depending to the type of the material; there are several
additive manufacturing technologies: Selective Laser Melting (SLM), Selective
Laser Sintering (SLS), 3D printing by ultraviolet, melting of the powder by
electron beam, Stereo-lithography of reactive liquids, Fused deposition
modeling (FDM), …","The course of 45 hours includes:From March 18 to 22: face-to-face (on-site course in Paris)The following week: virtual course (at home - 2-3 hours at the end of each day, after 4:30 pm)In this course, we
will present all of the above topics according to the following program:i)                   
Lectures1 – Introduction to
polymers and composites2 – Classical
processes3 - Smart materials in
industry4 - Definition of
smart polymers and composites5 - The
microstructures and properties of smart materials6 – Additive
manufacturing methods7 – Effect of
different parameters8 – Other innovative
processes9 – Durability of
polymers and composites10 – Recyclingii)                 
Lab-workiii)                 Mini-projects",mini-project report and crossword test,BIP (combination of one-week on-site course and additional hours of online program),English,4,Prof. Abbas TCHARKHTCHI,,"155, bd de l'Hopital - 75013 Paris - FranceParis","Materials (glass, paper, plastic and wood)",Yes,March 2024,ENSAM11BIP,https://register.athensnetwork.eu/courses/course-show/2864,France
20,University Politehnica of Bucharest,Augmented and Virtual Reality for Engineering,Basic knowledge in Computers Programming (High Fidelity or Maya) and CAD 3D.,"All over the world, VR/AR technologies are used today for training
applications in a variety of process industries, and enables personnel
subjection to simulated hazardous situation in a safe, highly visual and
interactive way. Customized simulations of plants layouts, dynamic processes
and comprehensive virtual environments can be set up, thing that enables users
to move within the virtual plants or systems, making operational decisions and
investigating processes at a glance.The course aim is to couple activity of lab AVRENG (Augmented &
Virtual Reality for ENGineering), from University POLITEHNICA of Bucharest,
with the virtual reality and virtual environments applications for future
industrial workspaces. The practical activity within the course aims to gather
expertise from partner members and determine the future research agenda for the
development and use of VR/AR technologies.","-  Object
Oriented Programming-  Image
Processing-  Electronics
and Rapid Prototyping-  Computer
Aided Design (3D)-  3D
Digitalization-  Augmented
Reality-  Virtual
Immersion- Design and Innovation",A project carried out on one of the topics studied (after the activity carried out in the online module). The online module will take place in the weeks of April - May..,BIP (combination of one-week on-site course and additional hours of online program),English,2,Mihai GHINEA,George Deac (IMPROMEDIA srl Bucharest),"Building CB, Room CB110 (lab. AVRENG), Splaiul Independentei, st. 313, sector 6, 060042Bucharest",Computer modellingComputer useDatabase and network design and administrationSoftware and applications development and analysis,Yes,March 2024,UPB1BIP,https://register.athensnetwork.eu/courses/course-show/2865,Romania
21,University Politehnica of Bucharest,Software Reliability,"Basic
knowledge in  statistics.see:http://www.imm.dtu.dk/~popen/pec/pec.html/","ObjectivesMotto: “Prediction is very difficult especially
of the future” ( Niels Bohr)- The objectives of this course is to answer the following questions:- What is software reliability?- Why are the statistical methods necessary?- How do you measure and predict the software reliability?- A computer is a deterministic machine - why can’t we predict when it will
fail next ?- If software is such a problem why not build it in hardware?- There is evidence that defects have their origin in design errors. It becomes
difficult or impossible to ensure that software contains no faults. The
software reliability is currently a very sensitive area in telecommunications
for example the introduction of new services.The course
presents opportunities in the field of prediction of software reliability and
the tools allowing to characterize the accuracy and quality forecasts.This is a University “ Politehnica “UniversityMaster course offeredat theFaculty ofAutomatic Control and Computer Science.Various methods and
techniques that we approach based on collected data: the software reliability
growth models, statistical tests, among which trend tests (graphic and statistics
methods). The
course is focused on practical applications using software reliability toolkits
on real world projects.","Day 1: Key
features of software systems; Trustworthy software; Forensics Software.Day 2: Operational profiling and reliability modelling;   Measuring
software reliability.Day 3: Models for analysis of the software reliability growth; Reliability of
Web services.Day 4: Reliability assessment; Evaluation of
software reliability predictions.Day 5: Improving software quality   by new computational intelligence approaches.Case
studies.Exercises: The students will experience teamwork. Project:
Development of a software project by teams of students (usually five of them).Methodological
ReferencesAlternation
of the exposed paper based on the course support under electronic format with
the involvement of the students into debates. The copy of transparencies on
CD-ROM and the Web pageshttp://www.imm.dtu.dk/~popen/pec/pec.html/. Also the support of the course is
accompanied by video illustrations and case studies with software tools.",Exam based on a mini-project programmed during the computer based sessions.,Classic ATHENS course,English,3,Prof. Florin Popentiu- Vladicescu-  http://www.staff.city.ac.uk/~pop/,Prof. Florin Popentiu-  Vladicescu - http://imm.dtu.dk/~popen/,"On-site (UPB- Bucharest, Romania),Bucharest",Computer useDatabase and network design and administrationSoftware and applications development and analysis,Yes,March 2024,UPB07,https://register.athensnetwork.eu/courses/course-show/2866,Romania
22,University Politehnica of Bucharest,Biopolymers and Biocomposites,"Organic
Chemistry","The course on Biopolymers and Biocomposites aims to introduce students in the
wonderful world of polymeric biomaterials for medical use. The first part of
the lecture is dedicated to the introduction of biopolymers and biocomposites,
with a special focus on their applications in bioengineering. An important
topic of this lecture is dedicated to hydrogels and hydrogel-based
biocomposites and their main biomedical applications. The next chapter focuses
on the chemistry and use of synthetic polymers for bioengineering. Next, we enter
the wonderful world of artificial cells and tissues with the latest research on
engineered microscopic structures that emulate the features and behavior of
biological cells. The lecture ends with a presentation of the main methods for
polymer processing to manufacture various medical devices: extrusion and
injection molding, 3D printing, and electrospinning. Everything is planned to
be interactive and dynamic so that the students can ask questions and discuss
hot topics in which they are interested. Every day, interesting practical
activities have been performed to better understand the field of biopolymers and
biocomposites for bioengineering. Finally, the students will have to pass a
two-hour examination of the topics discussed during the five-day lecture.","Programme to be followed: The five-day course consists
of:-Lectures:
2 h/ daily with interactive discussions and questions-Practical
application (lab activities focused on biopolymers and biocomposites)1.Introduction to Biopolymers and
biocomposites. Biopolymers/Biocomposites. Definitions. Classifications.
Chemical and physical properties of biopolymers for biomedical use.
Applications of biocomposites for bioengineering (Professor Horia Iovu).2.Hydrogels and hydrogel - based
biocomposites. Hydrogels: classification; synthesis; properties; applications;
Hydrogel-based biocomposites: classification; preparative methods; applications
(Prof. Izabela-Cristina Stancu).3.Synthetic polymers for biomedical applications.Definitions and classifications. Chemical and physical properties of
synthetic polymers for biomedical use. Cell-biomaterial interactions. Toxicity.
Applications of synthetic polymers for bioengineering (Assistant professor
Elena-Iuliana Biru).4.Artificial cells and synthetic
tissues. Key features of the living system. Artificial cell-like structures.
Materials for artificial cells and synthetic tissues. Examples of synthetic
tissues (Assistant professor Ionut-Cristian Radu).Processing methods for biopolymers and
biocomposites. Basic notions on extrusion and injection molding. Principle of
3D printing and electrospinning as modern techniques for the manufacture of
medical devices. Organ on-a-chip concept. Labo on-a-chip and human on-a-chip
concepts. (Professor Catalin Zaharia).",2-hour written exam,Classic ATHENS course,English,3,Prof. Horia Iovu/ Prof. Catalin Zaharia,,"UPB, Faculty of Chemical Industry and BiotechnologiesBucharest, Romania","Chemical engineering and processesMaterials (glass, paper, plastic and wood)",Yes,March 2024,UPB015,https://register.athensnetwork.eu/courses/course-show/2867,Romania
23,Istanbul Technical University,Hydroinformatics,Students are expected to participate in classes with their laptops.,"This course aims to introduce decision support systems in water
engineering and its practical applications. Also, data acquisition, analysis,
and visualization techniques aiding to deal with complex water-related
decision-making problems will be thought.","1.    
Data Types, Data Sources, and Data
Gathering Techniques in Water Engineering2.    
Exploratory Data Analysis3.    
Data Preprocessing: Data Cleaning,
Handling Missing Data, Dealing with Outliers4.    
Data Preprocessing: Feature Scaling and
Data Encoding5.    
Regression-based Approaches6.    
Classification-based Approaches

Sample project using a
real-world dataset",1 Final Exam,Classic ATHENS course,English,4,Assist. Prof. Dr. Ömer Ekmekcioğlu,,ITU Ayazağa CampusIstanbul,Computer useEnvironmental sciencesPersonal skills and developmentStatistics,Yes,March 2024,ITU10,https://register.athensnetwork.eu/courses/course-show/2868,Turkey
24,Universidad Politecnica de Madrid,District heating and cooling networks for decarbonization the energy systems,"General
knowledge of fluid mechanics, thermodynamics and heat transfer","The
main goal of this course is to familiarize students with the functioning of
district heating and cooling networks and the role of renewable energy sources
in reducing their carbon footprint. By the end of the course, students will be
equipped with the skills to analyze district heating systems from a technical,
economic, and environmental perspective, taking into account various scenarios.","0.Presentation of the course1.Fundamentals of district heating and cooling networks :-Description-Heating
and cooling load-Fundamentals
of thermodynamics and heat transfer-Overview
and future of district heating and cooling networks2.Generation and Storage technologies-Combustion
technologies (boilers and cogeneration)-Solar
Technologies-Waste
heat recovery-Thermal
energystorage-Cooling
technologies (absorption systems, chillers, …)-Heat
pumps3.Performance assessment district heating and cooling systems-Technical,
economical and environmental indicators-Optimization-Integration
of different technologies4.Cases of study and visit a facility.5.Group projects.Students will work in groups to analyze
    a district heating and cooling system, proposing different technological integrations . They will then make a short presentation.6.Conclusions of the course","Students
will be evaluated based on a project which they will develop in last day under
supervision and guidance. They will in groups prepare a presentation",Classic ATHENS course,English,4,Javier Rodríguez Martín (javier.rodriguez.martin@upm.es) Alberto Abánades Velasco (alberto.abanades@upm.es) Constantin Ionescu (ionescu.constantin@upb.ro),"Professors from Energy Engineering Department of UPM (Spain)
Professors from NUST POLITEHNICA Bucharest (Romania)","ETS de Ingenieros Industriales Dept. of Applied Physics and Materials Engineering C/ José Gutiérrez Abascal, 2 28006 Madrid Spain MadridMadrid",Chemical engineering and processesElectricity and energyEnvironmental sciences,Yes,March 2024,UPM160,https://register.athensnetwork.eu/courses/course-show/2869,Spain
25,Delft University of Technology,Finite Element Modeling of Vibrating Elastic Structures,"Prerequisites:
prerequisites for the course include•bachelor level linear algebra
covering linear systems;•bachelor level calculus for
function in one variable covering differentiation,integration and ordinary differential equations;•bachelor level calculus for
functions in more variables covering partial differential equations;•bachelor level computer programming
covering the use of scripting language such as Matlab, Python, R or Julia;•bachelor level physics covering
Newtonian mechanics","The course
objective is to introduce the student to mathematical modelling and numerical
simulation by introducing the finite element method and introducing this
technique to the simulation of vibrating elastic structures.","The programme
is divided into the following three parts:In the first part, the Galerkin
finite element method for the Poisson Equation in one spatial dimension is
introduced;In the second part, elements such
as evolution in time, two spatial dimension and more detailed partial
differential equations are introduced;In the third part, the beam
equation and the equations of linear elasticity are treated;","The course has no written or oral exam as such.
Students, instead,will be supervised during the course and evaluated based on their active participation during the course.",Classic ATHENS course,English,3,Dr. Domenico Lahaye,Dr. D. Lahaye,Numerical Analysis Group - Delft Institute of Applied Mathematics (DIAM) - TU DelftDelft,Computer useMechanics and metal tradesSoftware and applications development and analysis,Yes,March 2024,TUD01,https://register.athensnetwork.eu/courses/course-show/2870,Netherlands
26,Technische Universität München,Introduction to structural health monitoring (SHM),"Basic knowledge on finite element theory (setting up mass and stiffness matrices) and structural dynamics (modal analysis), MATLAB basics or willingness to learn.If you can, bring a laptop with MATLAB installed.","Structural health monitoring (SHM) describes the sensor-based monitoring of engineering systems (civil, mechanical, and aerospace). The damage diagnosis is often performed based on machine learning and digital twins. The lecturer is a civil engineer, and the course content is unrelated to bio-medical engineering.During the course, students will:Understand the basic assumptions and limitations of SHMReview common measurement quantities, sensors, and measurement conceptsLearn how to process structural response data and to diagnose damage based on machine learningGet an overview of existing model updating approachesAccess relevant literature and MATLAB packages",MondayTuesdayWednesdayThursdayFriday08.30Opening Session (08.45 - 09.15) CGData acquisition (L3)Feature extraction (L4)Damage diagnosis based on structural models (L6)Exam10.1510.30Basic principles (L1)MATLAB tutorial (T2)MATLAB tutorial (T3)MATLAB tutorial (T5)selected topics normalization (L7)12.1513.30Linear system models (L2)Industry experience report (G1)Damage diagnosis based on data (L5)Exam preparation self-studyMATLAB tutorial (T6)15.1515.30MATLAB tutorial (T1)MATLAB tutorial (T4)Exam preparation self-studyClosing event (A3)17.15Online Q&A session,In-class quiz on the last day (60-min),Classic ATHENS course,English,3,Dr. Alexander Mendler,Prof. Dr.-Ing. habil Christian Grosse,Arcisstr. 21München,"Building and civil engineeringMathematicsMilitary and defenceMotor vehicles, ships and aircraftSoftware and applications development and analysisStatistics",Yes,March 2024,TUM 0324-01,https://register.athensnetwork.eu/courses/course-show/2871,Germany
