No.,Where,What,Prerequisites,Objectives,Programme,Exam,How,Language,Min. year,Professor,Other professors,Address,Tags,Might be online?,When,Code,Link,Countries
11,Czech Technical University in Prague,Publicly owned private spaces (POPS) in Prague - BIP,"Interest in urban development including on site
exploration – walking, cycling, public transport.General knowledge of working with digital data (maps)
and visuals.Curiosity, good humour and teamwork orientation.Urban analysis as such is most useful for architects, urbanist, planners
and geographers, nevertheless students of various (however remotely) related
disciplines are welcome to explore its potential.","(1) Learning to identify basic patterns and elements
of urban structure and interpret them in the context of urban development.(2) Exploring various urban analysis techniques and
tools in a process combining practical and theoretical inputs.(3) Getting to know (and enjoying!) Prague form the
urbanists´perspective.","The course includes:•	one-week on-site course in Prague (March 13 - 17) including all Athens activities• three 2-hour lessons of on-line program (March 23 - April 4)The participation in both parts of the course is mandatory. Please check your availability for the online sessions before applying for this course (see below).After 1990, the
nature of public spaces in post-socialist cities began to expand. With the new
economic model of urban development, in addition to classic streets, squares
and public green spaces in modernist housing estates, we also have gated
communities, shopping centres and privately owned public spaces (POPS). Most
often, POPS are part of new office and commercial projects.At the
workshop, we will discuss the nature of public space and its development and
analyze some examples of POPS in Prague. In groups, students will investigate
POPS urban and architectural characteristics, the form of behavioural control,
and see if and how POPS affects people and their activities in the place. At
the end of the workshop, each group will present one selected POPS in Prague.With this
knowledge, in the second phase of the workshop, students will identify and
describe selected POPS in the city where they are studying. They will perform a
similar analysis as they learned at the Prague workshop. For the next three
weeks after the Prague workshop, there will be twice-a-week a two-hour
consultation at which the students will present the following outcomes:1. identified
POPS in their city2. explain its
history and development3. describe its
urban and architectural features in comparison with the public space in the
vicinity4. describe the
activities that take place in POPS and the forms of control present in POPS.At the end of
the online part of the course, everyone submits a presentation of one selected
POPS in one of the European cities. This way, we will learn about the various
urban forms of POPS, forms of control and activities that take place there. We
can also learn how European policies address the inclusion of the whole society
in the urban space.On-line meetings schedule:You have to participate at tree of the following two-hour on-line sessions (UTC+2) (you can choose any of the following dates)March 23, 17.00March 24, 9.00March28, 9.00March 28, 17.00March

30, 9.00March 30, 17.00March 31, 9.00April

4, 9.00April

4, 17.00","At the end of
the online part of the course, everyone submits a presentation of one selected
POPS in one of the European cities.",BIP (combination of one-week on-site course and additional hours of online program),English,3,"Ing. Arch. Jana Zdráhalová, Ph.D. ,","Ing. Arch. Jana Zdráhalová, Ph.D.","Czech Technical University, Faculty of Architecture, Department of Urbanism, Thákurova 9, 166 34, Praha 6, Czech RepublicPrague",Architecture and town planning,Yes,March 2023,CTU24BIP,https://register.athensnetwork.eu/courses/course-show/2689,Czechia
12,KU Leuven,"Sports, Building and City Aerodynamics","NoneBringing your laptop is not requiredThis course is not
open for KU Leuven students !","·Recapitulate basic
aspects of fluid flow·Understand how wind
tunnel testing is performed, and what are the most important quality issues·Describe what
Computational Fluid Dynamics (CFD) simulations are about.·Understand how CFD
simulations are performed, and what are the most important quality issues.·Explain the importance
of aerodynamics in the 100 m sprint·Analyze and calculate
the effects of wind and altitude on 100 m sprint records·Understand the
potential impact of the stadium design on 100 m sprint records·Explain the importance
of aerodynamics in cycling·Analyze the effects of
wind and altitude on world hour cycling records·Understand the
aerodynamic effects between drafting cyclists·Understand the
aerodynamic effect of a following car or motorcycle on cyclist drag·Explain how wind flows
around buildings and in cities and what problems this entails·Explain whether the
venturi-effect is present between buildings, and why or why not.·Demonstrate how
misconceptions about fluid flow can affect the performance of wind energy systems
integrated in buildings·Describe potential
climate adaptation measures for buildings and cities·Discriminate between
effective and non-effective adaptation measures·Understand how air
pollution is dispersed around buildings and in cities·Explain the detrimental
effects of particulate matter air pollution on human health·Understand remedial
measures for particulate matter air pollution·Understand how SARS-CoV-2
spreads by aerosol transfer·Explain how
ventilation and aircleaning can be engaged to reduce infection risk","MondayBasic
aspects of fluid flowTuesdayWind
tunnel testing100 m sprint aerodynamicsWednesdayComputational Fluid DynamicsCycling aerodynamicsThursdayBuilding & city
aerodynamicsClimate adaptationAir
pollutionCOVID19, ventilation and aircleaningFridayFree morning to study+  exam in afternoon",Multiple-choice exam covering all topics,Classic ATHENS course,English,3,Prof. dr. ir. Bert Blocken,Prof. dr. ir. Bert Blocken,"Department of Civil Engineering, Kasteelpark Arenberg 403001 Leuven",Building and civil engineeringElectricity and energyEnvironmental protection technologyMechanics and metal trades,Yes,March 2023,KUL27,https://register.athensnetwork.eu/courses/course-show/2690,Belgium
13,KU Leuven,Soft Robotics – BIP,NoneBringing your laptop is not requiredThis course is not open for KU Leuven students !,"By introducing soft materials in the design of robotic systems, they
become safe in interaction with humans and other delicate objects. However, their
analysis doesn’t fit the traditional hard robotic framework. In this course you
will get a broad introduction to the field for soft robotics, where you will
learn how to design, fabricate and control these new types of robots, and learn
how to apply them in various scenarios. By the end of this project you will
have acquired the necessary skills and knowledge to create your own inflatable
soft robots and be familiar with some of the state-of-the-art research topics
in the soft robotics domain.","Before
the ATHENS week:A
small practical assignment will be given 2 weeks before.Based on their results, interactions will be stimulated between the students. Based on the lessens-learned from their own experiments and the experiments of others, students will be asked to repeat the first assignment
and reflect their results a second time online.During the course week:Monday-Thursday:6 hours a day, a mixture between theory, practice and group discussionFriday:3 hours, meeting the
experts seminarAfter the ATHENS week:Write a report (deadline 31/03/2023)","Continuous evaluation and a
graded assignment after the course week",BIP (combination of one-week on-site course and additional hours of online program),English,4,Prof. Benjamin Gorissen,"Prof. Cosimo Della Santina (TU Delft), Prof. David Mélançon (Polytechnique Montréal), Dr. Edoardo Milana (Post-Doc) (Freiburg University)","Department of Mechanical Engineering, Celestijnenlaan 200J, 3001 Leuven","Electronics and automationMaterials (glass, paper, plastic and wood)Mechanics and metal trades",Yes,March 2023,KUL35BIP,https://register.athensnetwork.eu/courses/course-show/2691,Belgium
14,Mines Paris - PSL,"City logistics: technology, sustainablity and democracy",/,"At the end of the week, the students should be able to :- Apply a supply chain model for forecasting and planning the production of goods in an uncertain environment- Explain how supply chain management is related to city logistics- Discuss the challenges of city logistics- Articulate the challenges around the concept of technology, sustainability, and democracy",/,Two oral presentations,Classic ATHENS course,English,2,Arthur Gaudron,Yaelle Amsallem,"MINES Paris, 60 Boulevard Saint Michel - 75272 PARIS Cedex 06Paris",Building and civil engineeringEconomicsManagement and administrationSoftware and applications development and analysisTransport services,Yes,March 2023,MP09,https://register.athensnetwork.eu/courses/course-show/2692,France
15,University Politehnica of Bucharest,Virtual Reality - technology support for industry,Basic knowledge in Computers Programming (High Fidelity or Maya) and CAD 3D.,"All over the world, VR/AR technologies are used today for training
applications in a variety of process industries, and enables personnel
subjection to simulated hazardous situation in a safe, highly visual and
interactive way. Customized simulations of plants layouts, dynamic processes
and comprehensive virtual environments can be set up, thing that enables users
to move within the virtual plants or systems, making operational decisions and
investigating processes at a glance.The course aim is to couple activity of lab AVRENG (Augmented &
Virtual Reality for ENGineering), from University POLITEHNICA of Bucharest,
with the virtual reality and virtual environments applications for future
industrial workspaces. The practical activity within the course aims to gather
expertise from partner members and determine the future research agenda for the
development and use of VR/AR technologies.","-  Object
Oriented Programming-  Image
Processing-  Electronics
and Rapid Prototyping-  Computer
Aided Design (3D)-  3D
Digitalization-  Augmented
Reality-  Virtual
Immersion- Design and Innovation","A
project developed on one of the studied topics.",BIP (combination of one-week on-site course and additional hours of online program),English,3,Mihai GHINEA,George Deac (IMPROMEDIA srl Bucharest),"Building CB, Room CB110 (lab. AVRENG), Splaiul Independentei, st. 313, sector 6, 060042Bucharest",Computer useDatabase and network design and administrationSoftware and applications development and analysis,Yes,March 2023,UPB1BIP,https://register.athensnetwork.eu/courses/course-show/2693,Romania
16,University Politehnica of Bucharest,Conception et exploitation des aérodromes ( délivré en français),,L’objectif du cours est d’offrir les connaissances de base pour la conception d’un aérodrome. Le cours contient une partie théorique et des travaux dirigés pour réaliser un projet d’infrastructure d’un aéroport.,,Written exam on-line,Classic ATHENS course,French,2,"Sorin Eugen ZAHARIA, professeur des universités;",,"Splaiul Independentei, 313, sector 6, 060042Bucharest",Architecture and town planningBuilding and civil engineeringTransport services,Yes,March 2023,UPB08,https://register.athensnetwork.eu/courses/course-show/2694,Romania
17,University Politehnica of Bucharest,Biopolymers and Biocomposites,"Organic
Chemistry","The course Advanced
Biopolymers-based Biomaterialsaims to introduce the students in the wonderful
world of polymeric biomaterials for medical use. After the introduction in the
field of biopolymers and biocomposites, the lecture follows the presentation of
naturally occurring polymers (proteins, polysaccharides). An important topic of
the lecture is dedicated to hydrogels and hydrogel-based biocomposites and
their main biomedical applications. The next chapter focuses on the chemistry
and uses of synthetic polymers for bioenegineering. The lecture ends with the
presentation of the main methods for polymer processing to manufacture various
medical devices: extrusion and injection molding, 3D printing and
electrospinning. Everything is planned to be interactive and dynamic so that
the students could ask questions, and discuss some hot topics they are
interested in. Every day some interesting practical activities are performed to
better understand the field of biopolymers and biocomposites for
bioengineering. Finally, the students will have to pass a two-hours examination
from the topics discussed during the five days lecture.","The
five-day course consists of:-Lectures:
2 h/ daily with interactive discussions and questions-Practical
application (lab activities focused on biopolymers and biocomposites)1.Introduction to Biopolymers and
biocomposites (Professor Horia Iovu).Biopolymers/Biocomposites.
Definitions. Classifications. Chemical and physical properties of biopolymers
for biomedical use. Applications of biocomposites for bioengineering.2.Naturally occurring polymers (Professor
Horia Iovu/Professor Catalin Zaharia)Chemistry of PROTEINS:
animal & plant-based proteins; chemistry of POLYSACCHARIDES:
vegetal-derived polysaccharides (plant & algal); microbial polysaccharides;
polysaccharides in living organism3.Hydrogels and hydrogel - based biocomposites (Professor Izabela Stancu)Hydrogels: classification;
synthesis; properties; applications; Hydrogel-based biocomposites:
classification; preparative methods; applications4.Synthetic polymers for biomedical applications (Assistant professor Iuliana Biru)Definitions and
classifications. Chemical and physical properties of synthetic polymers for
biomedical use. Cell-biomaterial interactions. Toxicity. Applications of
synthetic polymers for bioengineering.5.Processing methods for
biopolymers and biocomposites (Professor Catalin Zaharia)Basic notions on extrusion
and injection molding. Principle of 3D printing and electrospinning as modern
techniques for the manufacture of medical devices.",2-hour written exam,Classic ATHENS course,English,3,Prof. Horia Iovu/ Prof. Catalin Zaharia,,"UPB, Faculty of Chemical Industry and BiotechnologiesBucharest, Romania",Chemical engineering and processes,Yes,March 2023,UPB015,https://register.athensnetwork.eu/courses/course-show/2697,Romania
18,University Politehnica of Bucharest,Software Reliability,"Basic
knowledge in  statistics.see:http://www.imm.dtu.dk/~popen/pec/pec.html/","ObjectivesMotto: “Prediction is very difficult especially
of the future” ( Niels Bohr)- The objectives of this course is to answer the following questions:- What is software reliability?- Why are the statistical methods necessary?- How do you measure and predict the software reliability?- A computer is a deterministic machine - why can’t we predict when it will
fail next ?- If software is such a problem why not build it in hardware?- There is evidence that defects have their origin in design errors. It becomes
difficult or impossible to ensure that software contains no faults. The
software reliability is currently a very sensitive area in telecommunications
for example the introduction of new services.The course
presents opportunities in the field of prediction of software reliability and
the tools allowing to characterize the accuracy and quality forecasts.This is a University “ Politehnica “UniversityMaster course offeredat theFaculty ofAutomatic Control and Computer Science.Various methods and
techniques that we approach based on collected data: the software reliability
growth models, statistical tests, among which trend tests (graphic and statistics
methods). The
course is focused on practical applications using software reliability toolkits
on real world projects.","Day 1: Key
features of software systems; Trustworthy software; Forensics Software.Day 2: Operational profiling and reliability modelling;   Measuring
software reliability.Day 3: Models for analysis of the software reliability growth; Reliability of
Web services.Day 4: Reliability assessment; Evaluation of
software reliability predictions.Day 5: Improving software quality   by new computational intelligence approaches.Case
studies.Exercises: The students will experience teamwork. Project:
Development of a software project by teams of students (usually five of them).Methodological
ReferencesAlternation
of the exposed paper based on the course support under electronic format with
the involvement of the students into debates. The copy of transparencies on
CD-ROM and the Web pageshttp://www.imm.dtu.dk/~popen/pec/pec.html/. Also the support of the course is
accompanied by video illustrations and case studies with software tools.",Exam based on a mini-project programmed during the computer based sessions.,Classic ATHENS course,English,3,Prof. Florin Popentiu- Vladicescu-  http://www.staff.city.ac.uk/~pop/,Prof. Florin Popentiu-  Vladicescu - http://imm.dtu.dk/~popen/,"On-site (UPB- Bucharest, Romania),Bucharest",Computer useDatabase and network design and administrationSoftware and applications development and analysis,Yes,March 2023,UPB07,https://register.athensnetwork.eu/courses/course-show/2700,Romania
19,Aristotle University of Thessaloniki,Impact of Metro construction on the long term sustainability of a Metropolitan city: The case of Thessaloniki,Basic knowledge of civil engineering,"To provide the theoretical and practical background required for undergraduate students in order to gain an improved understanding of both the financial, managerial and technical difficulties related to the construction of a new Metro system and its overall consequences to a city's sustainability.","4 morning lecture sessions of 4 hours each, 4 afternoon 
lectures of 2 hours each, and 6 hours of site visits.The detailed program can be found here.",Α questionnaire to be answered on-line after the end of the course.,Classic ATHENS course,English,3,Professor Christos Pyrgidis,"K. Katakalos, G. Leoutsakos (Attiko Metro), K. Petroutsatou, D. Pitilakis,  I. Politis, C. Pyrgidis, P. Savvaidis, G. Tsegas, A. Yannakou","Faculty of Engineering, Aristotle University Thessaloniki, GreeceThessaloniki",Building and civil engineering,Yes,March 2023,AUTH2,https://register.athensnetwork.eu/courses/course-show/2701,Greece
20,Istanbul Technical University,Food Chemistry,,"1. Students will learn
important properties and chemical structures of food components; Understand the
importance of the reactions of each food component taking place during food
processing; Think critically for the effect of each component on food quality;
Justify the effect of possible interactions between those components on losing
or improving the food quality; Apply course concepts in solving various food
chemistry problems,2. Student will write
and speak with effective communication skills,3. Students will gain the
ability to work in teams","There will be some technical courses focusing on the components of
foods, and also a market survey will be done to let the students learn about
the composition of different food materials. Students are expected to perform a
project related with the evaluation of individual components of foods, such as
water, carbohydrates, proteins, lipids, enzymes, and vitamins giving particular
attention to their chemical structures and reactions and to the role of each
component on food quality.",Project.,Classic ATHENS course,English,2,Prof. Esra Çapanoğlu Güven,,ITU Ayazağa CampusIstanbul,BiochemistryChemistryFood processing,Yes,March 2023,ITU04,https://register.athensnetwork.eu/courses/course-show/2702,Turkey
21,Istanbul Technical University,Engineering Polymers,,"This course aims to introduce and describethe propertiesof the polymeric materials and polymer-based
materials as the advanced technological materials and details the manufacturing
techniques of polymer-based materials.",,"Reports will be expected based on the
  defined titles.",Classic ATHENS course,English,3,Assoc. Prof. Reza Nofar,Researcher Yavuz Akdevelioglu,ITU Ayazağa CampusIstanbul,"Chemical engineering and processesChemistryMaterials (glass, paper, plastic and wood)",Yes,March 2023,ITU05,https://register.athensnetwork.eu/courses/course-show/2703,Turkey
22,Istanbul Technical University,Fundamentals of Electricity and Magnetisim,Physics 1 (Mechanics),"1.Within
the frame of electrostatic to relate electromagnetic field to itssources.2.Maxwell equations in the vacuum.3.Introduction to electromagnetic waves.","There will be some technical courses focusing on the components of
foods, and also a market survey will be done to let the students learn about
the composition of different food materials. Students are expected to perform a
project related with the evaluation of individual components of foods, such as
water, carbohydrates, proteins, lipids, enzymes, and vitamins giving particular
attention to their chemical structures and reactions and to the role of each
component on food quality.",There will be a quiz at the end of each day.,Classic ATHENS course,English,1,Prof. Yaşar Yılmaz,,ITU Ayazağa CampusIstanbul,Physics,Yes,March 2023,ITU07,https://register.athensnetwork.eu/courses/course-show/2704,Turkey
23,KU Leuven,"Food Rheology: the Chemistry and Physics of Food Microstructure, Stabilizers and Tickeners",NoneThis course is not open for KU Leuven students!,"The course will examine the physical transformations that govern how our food looks and feels, and how that changes with time, temperature, or other conditions. You will learn how chefs and chemical engineers use microstructure to change our perception
of food with examples from every cooking, haute cuisine and the food industry.",How to describe food texture -Rheology and food perception -Shear and elongational rheology -Typical microstructure +key components -Viscoelasticity + typicial responses -Viscosity and liquids -Elasticity and solids -Suspensions - Emulsion and foams - Gels - Rheology demonstrationRequired to bring laptop? No,Multiple choice with short essay questions.,Classic ATHENS course,English,4,Prof. Erin Koos,"Prof. Erin Koos, Prof. Christian Clasen, Prof. Deniz Gunes",Celestijnenlaan 200J3001 Leuven (Heverlee),Chemical engineering and processesChemistryFood processing,Yes,March 2023,KUL32,https://register.athensnetwork.eu/courses/course-show/2705,Belgium
24,Universidad Politecnica de Madrid,The Basics of Circular Economy in the Construction Sector context: transforming wastes into resources.,"No specific
prerequisites. Recommended:Interest in sustainability and circular economy.Some general knowledge on the construction sector.Enthusiasm for contributing and learning within interdisciplinary groups.Participative attitude.It is also recommended to have a laptop.","To increase awareness of students of the choices for a circular economy in the construction sector.To enhance the student’s transversal skills and commitment to actively learn, participate and contribute in an interdisciplinary context.","The
programme tackles the conditions under which end-of-life products can be new
resources, becoming secondary raw materials instead of waste. Lectures thus
address the importance of building design, construction, use and demolition and
decontamination, existing recycling technologies and materials’
characterization throughout the last life cycle stage.Students will develop a course work on circular economy applied to construction products, which ends with an infographic and a presentation summarizing the results.","20%involvement,
valuing class participation and the contribution of innovative ideas to the
different activities.80% collaborative work and final exam.The
competencies sought and assessed in this course are mainly related to critical
and innovative thinking, skills in sustainability (green skills), interpersonal
skills (for example, presentation and communication skills, organizational
skills, teamwork, etc.), intrapersonal skills (for example, self-discipline,
enthusiasm , perseverance, self-motivation, etc.), global citizenship (e.g.,
tolerance, openness, respect for diversity, intercultural understanding, etc.),
and media and information literacy (e.g., ability to locate and access the
information). All of them in line with the six domains of transversal
competences defined by UNESCO, and with the particular objectives of the
Circular EELISA Community, to which the course teachers belong.",Classic ATHENS course,English,3,Justo García-Navarro,"Justo García-Navarro, Antonia Pacios-Álvarez, Javier Ángel Ramírez-Masferrer, Imge Akcakaya Waite (ITU), Anabel Castillo-Rodríguez, Beatriz Martín-Bautista-Cerro, Laura Pérez-Tembleque, Xiaodan Yang.","ETSI  Agronómica, Alimentaria y de Biosistemas Campus Ciudad Universitaria - Av. Puerta de Hierro, 2 - 4Madrid",Building and civil engineeringPersonal skills and developmentWork skills,Yes,March 2023,UPM127,https://register.athensnetwork.eu/courses/course-show/2707,Spain
25,Istanbul Technical University,Urban Landscape Planning & Design,,"1. Students will discuss the concepts of open spaces and green
spaces2. Students will evaluate and analyze open spaces and green
spaces with the concept of system in urban pattern3. Students will gain insight to analyze natural resources in
urban landscape planning and design4. Students will evaluate the green space norms and their
types in urban pattern5. Students will gain working knowledge in evaluating urban
landscape planning techniques and organizing the planning
process.6. Students will become proficient at designing for all scales
of urban landscape design","There will be some technical courses focusing on the concepts
of open and green spaces; analysis of open spaces in the urban
texture; functions of open spaces; green space system existing
in the urban texture; types of urban green spaces including
local, neighborhood, district, urban and metropolitan green
spaces and their planning and design techniques; norms of
green spaces and their types.",Research Project.,Classic ATHENS course,English,1,Prof. Gülşen Aytaç,,ITU Ayazağa CampusIstanbul,Architecture and town planningComputer useNatural environments and wildlifePersonal skills and development,Yes,March 2023,ITU07,https://register.athensnetwork.eu/courses/course-show/2708,Turkey
26,Universidad Politecnica de Madrid,Fundamentals of Process Simulation in Chemical Engineering,"Fundamentals of Chemical Reaction Engineering, Thermodynamics and Unit Operations in Chemical Engineering.","The main objective of this course is to introduce students in the use of chemical engineering process simulation, a powerful tool to conduct the first steps in the design of a chemical industry project. To this end, the students will practice with a commercial chemical process simulator (Promax, https://www.bre.com/), as well as with other open-access one (COCO Simulator, https://www.cocosimulator.org/). The final aim is that the student knows the pros and cons of using commercial chemical process simulators, as well as the importance of Chemical Engineering fundamentals to begin the simulation of any chemical process.",Introduction. Fundamentals of chemical process simulation.Basics of chemical process simulation with Promax.Basics of chemical process simulation with COCO Simulator.Case studies: simulation of chemical processes.Case studies: simulation of unit operations in Chemical Engineering.,Report including the design of a Chemical Process using a chemical process simulator.,Classic ATHENS course,English,4,José Antonio Díaz López.,"José Antonio Díaz López, Antonio Nieto-Márquez Ballesteros and Saber Niazi.","ETS de Ingeniería y Diseño Industrial (School of Engineering and Industrial Design) - Ronda de Valencia, 3 -Madrid",Chemical engineering and processesComputer useEnvironmental protection technologyPersonal skills and developmentSoftware and applications development and analysis,Yes,March 2023,UPM148,https://register.athensnetwork.eu/courses/course-show/2709,Spain
27,Mines Paris - PSL,Le langage C++,Notions de programmation dans un langage (quel que soit ce langage). Le cours revient sur les différentes notions de base utiles à la programmation et qui pourraient faire défaut aux élèves.,"C++ est devenu le langage industriel normalisé incontournable. En effet, il combine les grandes qualités des langages de haut niveau orientés objets à la puissance des langages proches de la machine. Comme toutes les applications comportent des contraintes de temps d’exécution et d’espace mémoire, il permet l’implémentation des logiciels qui nécessitent une manipulation directe des cibles matérielles (systèmes d’exploitation, drivers de périphériques, réseaux, etc.) tout en apportant l’expressivité, la réutilisation, la maintenance, la simplicité d’évolution, la facilité de test, la gestion de gros projets, le passage à l’échelle, la stabilité des codes écrits et la portabilité. C++ est un langage généraliste à large spectre. Ayant été intensivement utilisé dans de nombreux domaines, il devient désormais possible de l’utiliser efficacement dans les applications qui imbriquent une grande variété de disciplines : science et visualisation des données numériques, applications graphiques, réseau, etc. C++ est un des langages de référence des logiciels libres Open Source.C++ est un des principaux langages utilisés dans le monde industriel et dont la connaissance est indispensable à tout futur ingénieur désireux de s’impliquer dans les nombreux domaines connexes aux technologies de l’information et de la communication.",Ce cours présentera le langage C++ de la norme C++11 du langage.,Evaluation sur un projet de programmation,Classic ATHENS course,French,4,Benoit Gschwind,,"60, boulevard Saint-Michel 75272 Paris Cedex 06Paris",Computer useDatabase and network design and administrationSoftware and applications development and analysis,Yes,March 2023,MP01,https://register.athensnetwork.eu/courses/course-show/2710,France
28,Mines Paris - PSL,Nonlinear Computational Mechanics,"continuum mechanics, basic programming",understand the basics of computational inelasticty including: (i) basics of viscoplasticity theory (ii) integration of nonlinear consitutive relations (iii) nonlinear finite element solveurs (iv) computational contact mechanics and (iv) meshing.,,Presentation and project report,Classic ATHENS course,English,4,Pierre Kerfriden,"Matthieu Maziere, Samuel Forest, Yousserf Mesri, Vladislav Yastrebov","60, boulevard Saint-Michel 75272 Paris Cedex 06Paris","Materials (glass, paper, plastic and wood)Mechanics and metal trades",Yes,March 2023,MP06,https://register.athensnetwork.eu/courses/course-show/2711,France
29,Mines Paris - PSL,Extreme Value Statistics,"A strong foundation in probability and statistics (cf. e.g. Jacod and Protter, Probability Essentials, 2004, Chapters 1 to 23)
Basic knowledge of the R language","Extreme value theory is based on different principles than those of conventional statistics; it is designed to study and model exceptional events rather than the average characteristics of natural phenomena.This one-week introductory course will start by presenting exploratory tools to analyze the behavior of extreme values in environmental and insurance data. This will help to motivate the basic principles of the statistical modeling of extreme values and the distributions that characterize them.The two common approaches for assessing the risk of extreme events at a given level, i.e. the block maxima and the peaks over threshold approach, will be introduced and illustrated with real data examples. The course will then cover the non-stationary, the multivariate and the spatio-temporal extensions of the basic theory.The R statistical software (freely available at www.r-project.org) will be used in the practicals, as it contains many easily accessible resources for studying and modeling extremes.","The course will be composed of lectures and practical sessions.Lectures will include :- Introduction to the extreme value paradigm- Univariate extreme value theory (probabilistic framework and statistical inference with block maxima and peaks over threshold)- Multivariate extreme value theory- Non-stationary extreme value theory- Spatio-temporal extreme value theory- Current research trends and perspectivesDuring the practicals, the students will use dedicated packages in R to apply the concepts learnt during the lectures on real or simulated data.",Continuous evaluation of practical work,Classic ATHENS course,English,3,Emilie CHAUTRU,,"60, boulevard Saint-Michel 75272 Paris Cedex 06Paris",MathematicsStatistics,Yes,March 2023,MP15,https://register.athensnetwork.eu/courses/course-show/2712,France
30,Arts et Métiers ParisTech,Introduction to Musculoskeletal and Osteoarticular Biomechanics,Basic knowledge in mechanics.,"This course will be an introduction to the application of the mechanical principles to the study of the biomechanical behaviour of musculoskeletal and articular systems of human body. It will present clinical and mechanical aspects and will include both experimental and numerical approaches. The final aim of the musculoskeletal and articular biomechanics is to better understand the mechanical behaviour of intact, injured, pathologic of restored human body segments, to help in the design of implants and prostheses, and to help the clinicians in therapeutics strategies.",It is a 5-day course (Monday to Friday):Introduction to the Musculoskeletal and Articular BiomechanicsFunctional Anatomy: Spine - Shoulder - Hip - KneeClinical Problems and Osteoarticular ImplantsBiomechanical Behaviour of TissuesArticular Kinematics - TheoryArticular Kinematics - In Vivo Experimental Analyses - ApplicationsArticular Dynamics - Segmental Models - ApplicationIn Vitro Experimental Analyses of the Biomechanical Behaviour of Corporal Segments and of ImplantsNormalization of Implants EvaluationBiomechanical Finite Element Models: GeneralitiesBiomechanical Finite Element Models: ApplicationsThe Bone Remodelling Process: Presentation - Simulation - Applications.Visit of the biomechanical experimental and numerical facilities with practical demonstrations.,Final written test (1 h 30) on Friday afternoon.,Classic ATHENS course,English,4,Nathalie MAUREL and Amadou DIOP,,155 bd de l'Hopital - 75013 Paris - FranceParis,Mechanics and metal tradesMedical diagnostic and treatment technology,Yes,March 2023,ENSAM6,https://register.athensnetwork.eu/courses/course-show/2713,France
31,Delft University of Technology,Green and Liveable Cities,"MSc and BSc Education. The student preferably majors in: Project management, urban planning, landscape architecture, Urban Forestry, water management, ecology, urbanagriculture.","MAKING AND REMAKING healthy, more liveable and greener
cities.WHY?Humanity, especially the people living in the ever
growing and densifying cities all over the world are facing major problems
related to climate change, flooding, droughts, pollution, noise, water quality,
heat island effect. In densified cities, people not only need space in their
apartments but they also need public space where they sport, wander, and cycle,
relax, commute, and interact with others. In general, we could state this is
about the liveability of the environment. Through resilient urban planning and
greening, cities can become more pleasant and healthier places to live in.The above description is maybe nog that difficult to
grasp, accomplishing is a serious and wicket problem. Nevertheless a great one
to work on.The department of Management in the Built Environment
and Landscape Architecture & Urban Forestry of the Delft University of
Technology organizes an Athens week about this theme.Making cities healthier and greener is, on the one
hand a matter of design and planning and on the other hand a matter of getting
things done. Design and Management go hand in hand. Designing is about knowing
your context and knowing what to design. Getting things done relate to the
social, technical, ecological, financial, and governmental construct of cities.
Getting things done is about understanding and working with multiple
stakeholders.","The programme of the week:During the Athens week, we would like to approach this
challenge trough collaborative group work. Groups of 5 to 6 students work on an
assignment and a real case in a district in the city of Amsterdam. Students
from different background like governance, management, urban planning,
landscape architecture, water management, ecology or and agriculture are more
than welcome and work together in teams. Students that want to know more about
Management in the Build Environment or Landscape Architecture for their Master
thesis are able to get to know our university and experience our way of
education.We will make a challenging five-day program with
attractive daily lectures and themes, daily tasks and a final group assignment
presented to a jury. Lectures by scholars from the university and professionalsprofessionals from practice both broaden the knowledge
exchange. We will organise an excursion to the district in Amsterdam for a walking
and cycling tour, and lectures on site.We strive for about 32 to 42 students to make groups
of about six students.","Final presentation for a professional Jury on Friday
afternoon 17 March 2023.",Classic ATHENS course,English,3,Ronald van Warmerdam / Rene van der Velde,Ronald van Warmerdam / Rene van der Velde,"Faculty of Architecture and the Built Environment - Julianalaan 134Delft , The Netherlands",Architecture and town planningBuilding and civil engineeringManagement and administration,Yes,March 2023,TUD21,https://register.athensnetwork.eu/courses/course-show/2714,Netherlands
